iShares Core S&P 500 ETF
Fund Holdings as of,"May 08, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"995,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","300,791,003.15","0.05","300,791,003.15","1,962,235.00","153.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","300,205,897.50","0.05","300,205,897.50","1,861,742.00","161.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","300,104,669.67","0.05","300,104,669.67","2,738,931.00","109.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","298,514,458.44","0.05","298,514,458.44","2,192,058.00","136.18","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","298,434,608.80","0.05","298,434,608.80","1,261,240.00","236.62","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","295,550,726.71","0.05","295,550,726.71","2,721,211.00","108.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","294,832,420.20","0.05","294,832,420.20","1,733,085.00","170.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","292,752,900.54","0.05","292,752,900.54","7,857,029.00","37.26","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","291,510,677.15","0.05","291,510,677.15","10,232,035.00","28.49","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","290,124,068.85","0.05","290,124,068.85","7,644,903.00","37.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","289,626,550.77","0.05","289,626,550.77","10,999,869.00","26.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","285,933,857.00","0.05","285,933,857.00","2,376,050.00","120.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","284,524,990.08","0.05","284,524,990.08","220,992.00","1,287.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","282,553,695.21","0.05","282,553,695.21","502,041.00","562.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","282,186,808.32","0.05","282,186,808.32","2,900,769.00","97.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","281,491,655.49","0.05","281,491,655.49","1,563,061.00","180.09","United States","NASDAQ","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","281,158,988.88","0.05","281,158,988.88","1,609,566.00","174.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","279,974,320.56","0.05","279,974,320.56","1,227,204.00","228.14","United States","Cboe BZX","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","279,468,039.60","0.05","279,468,039.60","4,002,120.00","69.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","279,298,274.32","0.05","279,298,274.32","4,008,299.00","69.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","277,804,101.48","0.05","277,804,101.48","6,184,419.00","44.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","273,442,318.00","0.05","273,442,318.00","1,374,082.00","199.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","272,164,209.39","0.05","272,164,209.39","954,259.00","285.21","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","270,314,664.51","0.05","270,314,664.51","245,377.00","1,101.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","269,792,780.59","0.05","269,792,780.59","4,302,229.00","62.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","269,068,755.06","0.05","269,068,755.06","1,834,518.00","146.67","United States","NASDAQ","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","268,400,212.47","0.05","268,400,212.47","2,466,687.00","108.81","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","267,738,764.40","0.05","267,738,764.40","5,612,972.00","47.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","267,399,012.32","0.05","267,399,012.32","817,784.00","326.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","265,948,702.36","0.05","265,948,702.36","2,885,102.00","92.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","264,073,429.52","0.05","264,073,429.52","264,073,430.00","100.00","United States","-","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","263,471,944.05","0.05","263,471,944.05","546,679.00","481.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","260,286,258.78","0.05","260,286,258.78","1,152,423.00","225.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","260,306,480.54","0.05","260,306,480.54","3,153,701.00","82.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","259,891,105.53","0.05","259,891,105.53","15,405,519.00","16.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","259,528,959.14","0.05","259,528,959.14","17,051,837.00","15.22","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","256,105,586.88","0.05","256,105,586.88","3,521,804.00","72.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","255,670,020.69","0.05","255,670,020.69","6,017,181.00","42.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","254,941,674.18","0.05","254,941,674.18","4,541,986.00","56.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","254,449,278.60","0.05","254,449,278.60","3,504,811.00","72.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","253,195,310.25","0.04","253,195,310.25","35,031.00","7,227.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","252,889,225.54","0.04","252,889,225.54","4,559,849.00","55.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","248,870,718.00","0.04","248,870,718.00","12,289,912.00","20.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","247,741,916.81","0.04","247,741,916.81","1,839,349.00","134.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","246,084,062.98","0.04","246,084,062.98","7,706,986.00","31.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","245,760,484.13","0.04","245,760,484.13","26,800,489.00","9.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","245,456,744.00","0.04","245,456,744.00","2,374,775.00","103.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","244,860,350.88","0.04","244,860,350.88","2,642,568.00","92.66","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","244,446,867.84","0.04","244,446,867.84","696,668.00","350.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","244,461,947.94","0.04","244,461,947.94","1,446,606.00","168.99","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","243,352,206.36","0.04","243,352,206.36","978,261.00","248.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","241,828,516.50","0.04","241,828,516.50","5,799,245.00","41.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","241,393,100.72","0.04","241,393,100.72","8,255,578.00","29.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","239,131,100.70","0.04","239,131,100.70","2,483,189.00","96.30","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","238,031,236.44","0.04","238,031,236.44","1,538,564.00","154.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","237,337,506.09","0.04","237,337,506.09","2,580,597.00","91.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","236,013,309.96","0.04","236,013,309.96","26,194,596.00","9.01","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","232,502,504.20","0.04","232,502,504.20","1,411,330.00","164.74","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","232,299,900.27","0.04","232,299,900.27","1,443,843.00","160.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","231,103,505.85","0.04","231,103,505.85","2,904,405.00","79.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","231,095,644.77","0.04","231,095,644.77","6,684,861.00","34.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","230,821,997.72","0.04","230,821,997.72","2,298,566.00","100.42","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","229,027,077.00","0.04","229,027,077.00","1,302,030.00","175.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","227,164,713.00","0.04","227,164,713.00","10,665,010.00","21.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","225,755,179.58","0.04","225,755,179.58","2,961,889.00","76.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","225,206,912.64","0.04","225,206,912.64","2,384,656.00","94.44","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","223,624,076.06","0.04","223,624,076.06","1,780,163.00","125.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","223,125,227.88","0.04","223,125,227.88","629,284.00","354.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","222,255,630.88","0.04","222,255,630.88","3,000,211.00","74.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","222,132,828.96","0.04","222,132,828.96","2,335,536.00","95.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","221,723,803.04","0.04","221,723,803.04","1,371,544.00","161.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","220,765,586.56","0.04","220,765,586.56","8,510,624.00","25.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","218,336,657.60","0.04","218,336,657.60","5,512,160.00","39.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","216,483,716.96","0.04","216,483,716.96","375,592.00","576.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","215,989,412.21","0.04","215,989,412.21","6,951,703.00","31.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","215,293,133.64","0.04","215,293,133.64","1,660,828.00","129.63","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","212,178,774.30","0.04","212,178,774.30","753,342.00","281.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","212,131,927.26","0.04","212,131,927.26","650,991.00","325.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","211,491,468.00","0.04","211,491,468.00","822,924.00","257.00","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","211,193,242.24","0.04","211,193,242.24","543,976.00","388.24","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","206,088,557.84","0.04","206,088,557.84","10,182,241.00","20.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","203,268,763.38","0.04","203,268,763.38","1,716,942.00","118.39","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","202,434,357.78","0.04","202,434,357.78","2,370,981.00","85.38","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","200,083,498.23","0.04","200,083,498.23","446,127.00","448.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","199,984,902.00","0.04","199,984,902.00","5,127,818.00","39.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","199,713,819.92","0.04","199,713,819.92","8,638,141.00","23.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","199,134,623.14","0.04","199,134,623.14","1,444,994.00","137.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","198,390,721.60","0.04","198,390,721.60","1,284,914.00","154.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","196,589,950.44","0.03","196,589,950.44","4,943,172.00","39.77","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","194,795,568.30","0.03","194,795,568.30","614,594.00","316.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","194,448,137.76","0.03","194,448,137.76","2,466,364.00","78.84","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","194,288,882.40","0.03","194,288,882.40","2,883,480.00","67.38","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","194,112,486.12","0.03","194,112,486.12","2,340,961.00","82.92","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","193,154,536.98","0.03","193,154,536.98","405,089.00","476.82","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","191,865,162.72","0.03","191,865,162.72","1,631,784.00","117.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","191,829,807.00","0.03","191,829,807.00","1,045,850.00","183.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","189,530,944.72","0.03","189,530,944.72","5,902,552.00","32.11","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","189,120,140.10","0.03","189,120,140.10","3,356,765.00","56.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","188,325,352.54","0.03","188,325,352.54","2,428,751.00","77.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","186,717,523.20","0.03","186,717,523.20","5,984,536.00","31.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","186,647,119.73","0.03","186,647,119.73","3,292,417.00","56.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","184,735,780.74","0.03","184,735,780.74","676,341.00","273.14","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","183,929,489.10","0.03","183,929,489.10","3,009,810.00","61.11","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","182,321,990.64","0.03","182,321,990.64","849,036.00","214.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","182,331,724.26","0.03","182,331,724.26","2,072,658.00","87.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","181,951,876.35","0.03","181,951,876.35","11,686,055.00","15.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","181,318,941.54","0.03","181,318,941.54","1,938,618.00","93.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","181,119,294.36","0.03","181,119,294.36","3,497,862.00","51.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","181,043,293.60","0.03","181,043,293.60","1,642,265.00","110.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","180,765,529.80","0.03","180,765,529.80","4,080,486.00","44.30","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","180,510,002.40","0.03","180,510,002.40","6,355,986.00","28.40","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","179,642,644.48","0.03","179,642,644.48","2,698,958.00","66.56","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","176,756,116.70","0.03","176,756,116.70","1,437,626.00","122.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","176,256,891.82","0.03","176,256,891.82","2,305,217.00","76.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","175,086,197.86","0.03","175,086,197.86","504,266.00","347.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","173,997,322.56","0.03","173,997,322.56","3,040,848.00","57.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","168,210,112.64","0.03","168,210,112.64","2,746,736.00","61.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","167,833,621.12","0.03","167,833,621.12","1,254,737.00","133.76","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","165,855,555.44","0.03","165,855,555.44","2,039,542.00","81.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","164,863,958.60","0.03","164,863,958.60","7,972,145.00","20.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","164,530,914.03","0.03","164,530,914.03","2,692,373.00","61.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","163,877,244.30","0.03","163,877,244.30","887,502.00","184.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","163,150,074.10","0.03","163,150,074.10","942,955.00","173.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","160,328,820.40","0.03","160,328,820.40","4,032,415.00","39.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","159,993,961.33","0.03","159,993,961.33","602,909.00","265.37","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","158,483,083.20","0.03","158,483,083.20","2,282,960.00","69.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","154,726,005.72","0.03","154,726,005.72","2,142,426.00","72.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","153,484,300.74","0.03","153,484,300.74","855,447.00","179.42","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","153,506,772.21","0.03","153,506,772.21","2,487,551.00","61.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","150,418,316.16","0.03","150,418,316.16","1,760,514.00","85.44","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","149,825,877.24","0.03","149,825,877.24","1,348,932.00","111.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","149,025,708.45","0.03","149,025,708.45","823,665.00","180.93","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","148,427,558.01","0.03","148,427,558.01","3,531,467.00","42.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","147,928,456.88","0.03","147,928,456.88","2,633,116.00","56.18","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","147,045,666.91","0.03","147,045,666.91","1,251,559.00","117.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","146,675,265.60","0.03","146,675,265.60","1,908,840.00","76.84","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","143,547,553.38","0.03","143,547,553.38","1,018,718.00","140.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","142,557,655.20","0.03","142,557,655.20","8,197,680.00","17.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","140,902,697.10","0.02","140,902,697.10","3,881,617.00","36.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","139,691,292.42","0.02","139,691,292.42","1,247,021.00","112.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","137,826,716.40","0.02","137,826,716.40","552,744.00","249.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","137,727,829.30","0.02","137,727,829.30","1,915,547.00","71.90","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","134,662,351.76","0.02","134,662,351.76","446,434.00","301.64","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","133,242,057.67","0.02","133,242,057.67","1,808,143.00","73.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","132,521,292.60","0.02","132,521,292.60","1,426,494.00","92.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","132,058,798.08","0.02","132,058,798.08","781,598.00","168.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","129,884,227.92","0.02","129,884,227.92","5,593,636.00","23.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","128,926,259.32","0.02","128,926,259.32","2,557,046.00","50.42","United States","NASDAQ","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","128,208,211.32","0.02","128,208,211.32","932,559.00","137.48","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","127,331,438.31","0.02","127,331,438.31","14,007,859.00","9.09","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","126,971,856.15","0.02","126,971,856.15","1,886,935.00","67.29","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","126,456,731.25","0.02","126,456,731.25","688,125.00","183.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","126,388,629.44","0.02","126,388,629.44","4,437,803.00","28.48","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","124,727,429.64","0.02","124,727,429.64","1,392,358.00","89.58","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","123,577,064.70","0.02","123,577,064.70","636,667.00","194.10","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","122,616,574.44","0.02","122,616,574.44","1,332,644.00","92.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
